101年度綜稅所得總額各縣市鄉鎮村里統計分析表-縣市別：新竹市,單位：金額(千元)
鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
東　區,榮光里,157,229588,1462,724,370,1828,1730.77,118.36
東　區,成功里,262,238257,909,563,337,1119,1077.36,118.47
東　區,育賢里,258,325839,1263,703,379,1603,1595.48,126.33
東　區,親仁里,626,966701,1544,915,442,1842,2562.1,165.91
東　區,中正里,215,206760,962,606,306,1253,1067.85,111.04
東　區,東門里,253,253792,1003,561,314,1021,1558.59,155.37
東　區,三民里,1820,2040550,1121,704,384,1357,1394.28,124.36
東　區,文華里,1711,1888436,1104,765,392,1408,1212.96,109.9
東　區,公園里,1095,1641468,1499,926,454,1900,1939.79,129.4
東　區,東園里,1648,2131327,1293,931,490,1694,1541.81,119.22
東　區,復中里,1706,2331899,1367,785,418,1554,2680.49,196.1
東　區,東勢里,924,1654183,1790,1251,601,2315,2229.41,124.53
東　區,綠水里,2297,4068998,1771,1280,571,2302,2386.16,134.7
東　區,東山里,1220,1601898,1313,815,429,1626,2338.2,178.08
東　區,水源里,1085,878940,810,587,351,1029,789.15,97.42
東　區,前溪里,973,796936,819,583,340,1035,824.33,100.64
東　區,光復里,797,962272,1207,724,395,1453,2520.42,208.75
東　區,千甲里,668,555531,832,577,343,1010,864.04,103.9
東　區,仙宮里,495,709791,1434,1054,538,1960,1268.39,88.46
東　區,光明里,1297,3076290,2372,1588,650,3016,4156.46,175.24
東　區,建功里,779,948257,1217,762,414,1544,1349.6,110.87
東　區,金山里,1949,3032969,1556,997,484,1968,2773.49,178.23
東　區,埔頂里,1289,1750834,1358,948,529,1768,1458.42,107.37
東　區,仙水里,1720,2661737,1548,1107,526,2063,1579.17,102.05
東　區,龍山里,1657,2361376,1425,1090,578,1832,1339.94,94.03
東　區,新莊里,3609,6181637,1713,1404,681,2279,1671.06,97.56
東　區,南門里,255,246536,967,541,312,959,1701.07,175.95
東　區,關帝里,180,173430,964,607,289,1202,1188.07,123.31
東　區,寺前里,226,144862,641,548,319,842,465.94,72.69
東　區,福德里,480,464628,968,645,361,1258,1014.48,104.8
東　區,新興里,1087,949671,874,604,360,1133,875.65,100.23
東　區,南市里,298,224792,754,564,316,906,859.5,113.94
東　區,振興里,1987,1945738,979,680,392,1217,1330.22,135.84
東　區,竹蓮里,285,220137,772,603,336,1021,642.73,83.21
東　區,南大里,476,367573,772,536,336,940,722.3,93.54
東　區,頂竹里,1064,1046648,984,591,347,1069,2890.88,293.88
東　區,下竹里,193,166544,863,656,346,1074,768.47,89.05
東　區,高峰里,2113,3143307,1488,711,407,1450,6039.3,405.98
東　區,柴橋里,1868,3340433,1788,969,471,2093,3382.6,189.16
東　區,光鎮里,1214,1129723,931,628,375,1149,1001.22,107.59
東　區,豐功里,1751,3545367,2025,1534,607,2814,2045.34,101.02
東　區,軍功里,1250,1528245,1223,856,461,1664,1212.36,99.16
東　區,武功里,1365,1664825,1220,920,485,1688,1044.17,85.61
東　區,立功里,251,173434,691,522,310,856,597.5,86.47
東　區,關東里,1590,1998033,1257,849,445,1572,1333.82,106.14
東　區,科園里,2611,7318792,2803,1256,553,2625,20559.96,733.48
東　區,錦華里,715,969745,1356,823,405,1556,3065.3,226.01
東　區,建華里,852,1108599,1301,713,380,1464,4775.35,367
東　區,復興里,1719,2159164,1256,869,450,1638,1298.53,103.38
東　區,新光里,1258,1146576,911,653,386,1154,873.5,95.84
東　區,湖濱里,1279,2415767,1889,760,425,1660,13264.04,702.25
東　區,明湖里,1674,1751759,1046,732,446,1267,1356.7,129.65
東　區,其　他,17,20542,1208,942,456,1311,1088.71,90.1
東　區,合　計,58568,82861137,1415,849,442,1709,5269.24,372.44
北　區,光田里,756,686325,908,647,397,1139,897.16,98.82
北　區,仁德里,254,193517,762,531,305,951,729.62,95.77
北　區,中央里,151,114540,759,538,292,967,727.24,95.87
北　區,西門里,161,142922,888,588,393,1034,1055.58,118.91
北　區,興南里,571,608956,1066,684,380,1424,1097.34,102.89
北　區,潛園里,265,213925,807,639,331,1064,683.47,84.67
北　區,南勢里,1218,943858,775,570,352,973,730.4,94.25
北　區,崇禮里,408,381769,936,673,376,1120,920.58,98.38
北　區,石坊里,180,148895,827,565,351,1097,743.26,89.85
北　區,西雅里,981,791735,807,597,354,1022,707.04,87.61
北　區,曲溪里,1585,1317214,831,622,375,1056,738.25,88.83
北　區,客雅里,1726,1660680,962,721,413,1226,1011.59,105.14
北　區,中興里,200,176285,881,587,320,1069,969.85,110.03
北　區,大同里,326,508642,1560,762,404,1743,2644.83,169.51
北　區,中山里,256,242821,949,578,297,954,1727.4,182.11
北　區,北門里,330,324354,983,662,352,1196,968.22,98.51
北　區,民富里,1615,1403350,869,611,361,1069,1070.34,123.18
北　區,新民里,525,443740,845,597,327,1039,1130.91,133.8
北　區,長和里,476,410272,862,630,360,1091,826.76,95.92
北　區,文雅里,1348,1268374,941,665,384,1164,1281.08,136.15
北　區,舊社里,2071,2258124,1090,679,381,1337,1423.08,130.52
北　區,湳雅里,1015,1259056,1240,735,384,1644,1437.7,115.9
北　區,武陵里,1531,1513084,988,636,359,1168,1489.53,150.72
北　區,士林里,530,486525,918,657,364,1154,967.12,105.35
北　區,福林里,1363,1589849,1166,710,390,1429,1356.27,116.27
北　區,古賢里,274,208523,761,602,359,940,584.76,76.84
北　區,康樂里,848,642942,758,573,351,976,615.52,81.18
北　區,南寮里,1500,1141280,761,590,345,958,737.42,96.92
北　區,中寮里,1100,974431,886,671,410,1072,900.2,101.62
北　區,海濱里,1061,811725,765,596,371,1007,604.88,79.06
北　區,港北里,406,280509,691,516,305,894,634.39,91.82
北　區,舊港里,150,98108,654,539,358,813,565.71,86.49
北　區,育英里,1267,1302172,1028,670,388,1319,1343.37,130.71
北　區,水田里,1080,1262325,1169,706,381,1345,1931.34,165.24
北　區,大鵬里,101,109246,1082,1019,784,1326,464.66,42.96
北　區,境福里,1751,1644661,939,630,371,1184,945.19,100.63
北　區,磐石里,1876,1879151,1002,682,390,1247,1119.48,111.76
北　區,新雅里,1405,1088450,775,575,359,947,704.64,90.96
北　區,光華里,1297,1394233,1075,627,362,1116,3292.73,306.31
北　區,金華里,1875,2133911,1138,732,395,1434,1243.12,109.23
北　區,金竹里,2046,2230641,1090,745,415,1384,1207.78,110.78
北　區,湳中里,2547,3540867,1390,984,511,1820,1496.71,107.66
北　區,金雅里,800,757787,947,646,386,1166,958.92,101.23
北　區,臺溪里,524,404097,771,622,366,1035,588.79,76.35
北　區,其　他,15,8164,544,533,445,631,267.24,49.1
北　區,合　計,41765,41002036,982,660,379,1201,1283.78,130.77
香山區,頂埔里,1776,1915351,1078,816,470,1402,1272.76,118.02
香山區,中埔里,1038,859447,828,580,356,1025,784.01,94.69
香山區,埔前里,1098,908385,827,607,371,1054,752.09,90.91
香山區,牛埔里,1390,1489398,1072,689,416,1266,1636.64,152.74
香山區,樹下里,723,532000,736,539,331,887,1114.53,151.47
香山區,浸水里,705,499897,709,557,354,893,567.27,80
香山區,虎林里,816,701846,860,633,392,1071,765.76,89.03
香山區,虎山里,1727,1155670,669,531,347,812,544.09,81.31
香山區,港南里,678,469813,693,540,350,843,599.43,86.5
香山區,香村里,997,1094049,1097,672,383,1312,1549.73,141.23
香山區,東香里,1400,2249193,1607,995,482,2027,4572.36,284.6
香山區,香山里,1369,1140871,833,624,374,1068,692.39,83.08
香山區,大庄里,919,725049,789,574,356,975,754.31,95.61
香山區,美山里,351,246063,701,508,309,858,771.1,110
香山區,朝山里,610,452331,742,580,378,978,545.95,73.63
香山區,海山里,698,545892,782,583,355,918,1025.54,131.13
香山區,鹽水里,462,354458,767,587,343,907,758.08,98.81
香山區,南港里,268,175505,655,526,371,767,511.95,78.18
香山區,內湖里,1445,1215212,841,573,351,990,965.27,114.78
香山區,中隘里,563,492380,875,607,392,994,1109.97,126.92
香山區,南隘里,248,231197,932,620,389,1155,845.53,90.7
香山區,大湖里,262,191554,731,573,396,906,577.23,78.95
香山區,茄苳里,251,190436,759,530,360,891,736.4,97.06
香山區,頂福里,1371,1401324,1022,743,433,1333,1004.38,98.26
香山區,其　他,11,5677,516,402,275,788,374.72,72.61
香山區,合　計,21176,19242998,909,624,378,1095,1528,168.15
其　他,其　他,237,230807,974,688,401,1186,1214.92,124.75
其　他,合　計,237,230807,974,688,401,1186,1214.92,124.75
